Facility_ID,Name_EN,Name_Bn,Code,Email,Agency,Facility_Type_ID,Facility_Type,Division_ID,Division_En,Division_Bn,District_ID,District_EN,District_Bn,Upazila_ID,Upazila_En,Upazila_Bn,City Corporation,City Corporation Bn,Paurasava_En,Union_En
843,Alkora Union Health Sub Center,আলকোরা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000848,alkora@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,96,Chauddagram,চৌধুরীগ্রাম,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Chauddagram Upazila,Alkara
844,Batisha Union Health Sub Center,বাতিশা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000849,batisha@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,96,Chauddagram,চৌধুরীগ্রাম,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Chauddagram Upazila,Batisha
845,Chiora Union Health Sub Center,চিওরা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000850,chiora@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,96,Chauddagram,চৌধুরীগ্রাম,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Chauddagram Upazila,Cheora
846,Kashinagar Union Health Sub Center,কাশিনগর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000851,kashinagar@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,96,Chauddagram,চৌধুরীগ্রাম,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Chauddagram Upazila,Kashinagar
849,Rajar Bazar Union Health Sub Center,রাজার বাজার ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000854,rajarbazar@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,96,Chauddagram,চৌধুরীগ্রাম,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Chauddagram Upazila,Kalikapur
857,Cumilla Sadar Daxin Upazila Health Complex,"কুমিল্লা সদর দক্ষিণ উপজেলা  স্বাস্থ্য কমপ্লেক্স, কুমিল্লা।",10000862,comillasadarsouth@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,97,Cumilla Sadar Dakshin,কুমিল্লা সদর দক্ষিণ,Cumilla City Corporation,কুমিল্লা সিটি করপোরেশন,,
24955,Lalmai Upazila Health Complex,"উপজেলা স্বাস্থ্য কমপ্লেক্স,লালমাই,কুমিল্লা।",10025367,lalmai@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,97,Lalmi,লালমি,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Lalmi Upazila,
23569,"union health & family welfare centre (UH & FWC),goliara,Sadar,Adarsha,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,গলিয়ারা,সদর,আদরশা,কুমিল্লা।",10023981,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,97,Cumilla Sadar Dakshin,কুমিল্লা সদর দক্ষিণ,Cumilla City Corporation,কুমিল্লা সিটি করপোরেশন,Unions Of Lalmi Upazila,Galiara
856,Bucchebazar Uh&fwc,বোচ্চেবাজার ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10000861,bucchebazar@uhfwc.dghs.gov.bd,DGHS,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,97,Lalmi,লালমি,Cumilla N/A,কুমিল্লা এন/এ,,
855,Bagmara Union Health Sub Center,বাগমারা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000860,lalmai@uhfpo.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,97,Lalmi,লালমি,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Lalmi Upazila,Baghmara Uttar
21141,Maligaon 50 bed Hospital,"মালিগাও  ৫০ শয্যা হাসপাতাল , দাউদকান্দি , কুমিল্লা",10021553,maligaon@50bed.dghs.gov.bd,DGHS,24,50-bed Hospital,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,98,Daudkandi,দাউদকান্দি,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Daudkandi Upazila,Maligon
22591,Donarchar 20 bed Hospital,দোনারচর ২০ শয্যা হাসপাতাল,10023003,donarchar@20bed.dghs.gov.bd,DGHS,26,20-bed Hospital,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,98,Daudkandi,দাউদকান্দি,Cumilla N/A,কুমিল্লা এন/এ,Daudkandi Paurasava,Urban Ward No-02
870,Daudkandi Upazila Health Complex,দাউদকান্দি উপজেলা স্বাস্থ্য কমপ্লেক্স,10000875,daudkandi@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,98,Daudkandi,দাউদকান্দি,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Daudkandi Upazila,Gauripur
23754,"union health & family welfare centre (UH & FWC),Baropara,Daudkandi,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,বারপাড়া,দাউদকান্দি,কুমিল্লা।",10024166,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,98,Daudkandi,দাউদকান্দি,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Daudkandi Upazila,Barapara
23757,"union health & family welfare centre (UH & FWC),Biteswar,Daudkandi,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,বিটেশ্বর,দাউদকান্দি,কুমিল্লা।",10024169,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,98,Daudkandi,দাউদকান্দি,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Daudkandi Upazila,Biteshwar
23759,"union health & family welfare centre (UH & FWC),Daudkandi South,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,দাউদকান্দি দ: ,কুমিল্লা।",10024171,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,98,Daudkandi,দাউদকান্দি,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Daudkandi Upazila,Daudkandi Uttar
23762,"union health & family welfare centre (UH & FWC),Eliotgnj (North),Daudkandi ,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,ইলিয়টগঞ্জ,দাউদকান্দি,কুমিল্লা।",10024174,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,98,Daudkandi,দাউদকান্দি,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Daudkandi Upazila,Daudkandi Uttar
23766,"union health & family welfare centre (UH & FWC),Eliotgnj (South),Daudkandi ,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,ইলিয়টগঞ্জ দ: ,দাউদকান্দি,কুমিল্লা।",10024178,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,98,Daudkandi,দাউদকান্দি,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Daudkandi Upazila,Elliotganj Dakshin
23791,"union health & family welfare centre (UH & FWC),Goalmari,Daudkandi,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,গোয়ালমারী,দাউদকান্দি,কুমিল্লা।",10024203,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,98,Daudkandi,দাউদকান্দি,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Daudkandi Upazila,Goalmari
23793,"union health & family welfare centre (UH & FWC),jinglatoli,Daudkandi,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,জিংলাতলী,দাউদকান্দি,কুমিল্লা।",10024205,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,98,Daudkandi,দাউদকান্দি,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Daudkandi Upazila,Jinglatali
23795,"union health & family welfare centre (UH & FWC),Maligaon,Daudkandi,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,মালিগাও,দাউদকান্দি,কুমিল্লা।",10024207,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,98,Daudkandi,দাউদকান্দি,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Daudkandi Upazila,Goalmari
865,Daudkandi Dakhin Union Health Sub Center,দাউদকান্দি দক্ষিণ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000870,daudkandi@uhfpo.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,98,Daudkandi,দাউদকান্দি,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Daudkandi Upazila,Daudkandi South
866,Daulatpur Union Health Sub Center,দৌলতপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000871,daudkandi@uhfpo.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,98,Daudkandi,দাউদকান্দি,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Daudkandi Upazila,Daulatpur (purba Panchgachhia)
867,Elliotgonj Union Health Sub Center,ইলিয়টগঞ্জ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000872,daudkandi@uhfpo.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,98,Daudkandi,দাউদকান্দি,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Daudkandi Upazila,Elliotganj Dakshin
868,Gouripur Union Health Sub Center,গৌরিপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000873,daudkandi@uhfpo.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,98,Daudkandi,দাউদকান্দি,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Daudkandi Upazila,Gauripur
869,Mohammedpur Union Health Sub Center,মোহাম্মেদপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000874,mohammedpur@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,98,Daudkandi,দাউদকান্দি,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Daudkandi Upazila,Maligon
873,Swapara Union Health Sub Center,স্বপাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000878,swapara@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,98,Daudkandi,দাউদকান্দি,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Daudkandi Upazila,Maruka
878,Debidwar Upazila Health Complex,"উপজেলা স্বাস্থ্য কমপ্লেক্স, দেবিদ্বার",10000883,debiduar@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,99,Debidwar,দেবিদ্বার,Cumilla N/A,কুমিল্লা এন/এ,Debidwar Paurashava,Urban Ward No-05
23506,"union health & family welfare centre (UH & FWC),Boroshalghor,debidwar,comila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,বড়শালঘর,দেবিদওর,কুমিল্লা।",10023918,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,99,Debidwar,দেবিদ্বার,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Debidwar Upazila,Bara Shalghar
23507,"union health & family welfare centre (UH & FWC),yousufpor,debidwar,comila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,ইউসুফপুর,দেবিদওর,কুমিল্লা।",10023919,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,99,Debidwar,দেবিদ্বার,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Debidwar Upazila,Isab Pur
23513,"union health & family welfare centre (UH & FWC),Alahabad,debidwar,comila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,এলাহাবাদ,দেবিদওর,কুমিল্লা।",10023925,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,99,Debidwar,দেবিদ্বার,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Debidwar Upazila,Elahabad
23515,"union health & family welfare centre (UH & FWC),Gonaighor,debidwar,comila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,গুনাইঘর,দেবিদওর,কুমিল্লা।",10023927,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,99,Debidwar,দেবিদ্বার,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Debidwar Upazila,Uttar Gunaighar
23520,"union health & family welfare centre (UH & FWC),Gonaighor south,debidwar,comila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,গুনাইঘর দ:,দেবিদওর,কুমিল্লা।",10023932,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,99,Debidwar,দেবিদ্বার,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Debidwar Upazila,Uttar Gunaighar
23528,"union health & family welfare centre (UH & FWC),rajamehar,debidwar,comila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,রাজামেহার,দেবিদওর,কুমিল্লা।",10023940,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,99,Debidwar,দেবিদ্বার,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Debidwar Upazila,Rajamehar
23536,"union health & family welfare centre (UH & FWC),Vhani,debidwar,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,ভানী দেবীওায়ার,কুমিল্লা।",10023948,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,99,Debidwar,দেবিদ্বার,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Debidwar Upazila,Bhani
23538,"union health & family welfare centre (UH & FWC),Sultanpur,debidwar,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,সুলতানপুর দেবীওায়ার,কুমিল্লা।",10023950,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,99,Debidwar,দেবিদ্বার,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Debidwar Upazila,Sultanpur
23539,"union health & family welfare centre (UH & FWC),Bprkamta,debidwar,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,বরকামতা, দেবীওায়ার,কুমিল্লা।",10023951,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,99,Debidwar,দেবিদ্বার,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Debidwar Upazila,Barkamta
23544,"union health & family welfare centre (UH & FWC),Mohanpor,debidwar,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র,মোহানপুর, দেবীওায়ার,কুমিল্লা।",10023956,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,99,Debidwar,দেবিদ্বার,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Debidwar Upazila,Mohan Pur
874,Alahabad Union Health Sub Center,এলাহাবাদ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000879,alahabad@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,99,Debidwar,দেবিদ্বার,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Debidwar Upazila,Elahabad
875,Dhamti(narth) Union Health Sub Center,ধামতি (উত্তর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000880,dhamti@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,99,Debidwar,দেবিদ্বার,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Debidwar Upazila,Dhamti
876,Gopalnagar Union Health Sub Center,গোপালনগর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000881,gopalnagar@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,99,Debidwar,দেবিদ্বার,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Debidwar Upazila,Bara Shalghar
877,Jafargonj Union Health Sub Center,জাফরগঞ্জ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000882,jafargonj@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,99,Debidwar,দেবিদ্বার,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Debidwar Upazila,Jafarganj
879,Subil Union Health Sub Center,সুবিল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000884,subil@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,99,Debidwar,দেবিদ্বার,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Debidwar Upazila,Subil
882,Homna Upazila Health Complex,হোমনা উপজেলা স্বাস্থ্য কমপ্লেক্স,10000887,homna@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,100,Homna,হোমনা,Cumilla N/A,কুমিল্লা এন/এ,Homna Paurashava,Urban Ward No-04
23838,"family welfare centre ( FWC), asadpur,Homna,commila","স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,আসাদপুর,হোমনা,কুমিল্লা।",10024250,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,100,Homna,হোমনা,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Homna Upazila,Asadpur
23839,"family welfare centre ( FWC), NILKHI,Homna,commila","স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,নিলখী,হোমনা,কুমিল্লা।",10024251,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,100,Homna,হোমনা,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Homna Upazila,Nilakhi
23840,"family welfare centre ( FWC), Bhasania,Homna,commila","স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,ভাষানিয়া,হোমনা,কুমিল্লা।",10024252,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,100,Homna,হোমনা,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Homna Upazila,Bhasania
23841,"family welfare centre ( FWC), Mathabanga,Homna,commila","স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,মাথাভাংগা,হোমনা,কুমিল্লা।",10024253,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,100,Homna,হোমনা,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Homna Upazila,Mathabanga
880,Nilakhivasania Union Health Sub Center,নিলখী-ভাষানিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000885,nilakhivasania@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,100,Homna,হোমনা,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Homna Upazila,Bhasania
881,Chanderchar Union Health Sub Center,চন্দেরচর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000886,chanderchar@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,100,Homna,হোমনা,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Homna Upazila,Chander Char
861,Cumilla Medical College,কুমিল্লা মেডিকেল কলেজ,10000866,comc@ac.dghs.gov.bd,DGHS,4,Medical College,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,101,Cumilla Adarsha Sadar,কুমিল্লা আদর্শ সদর,Cumilla City Corporation,কুমিল্লা সিটি করপোরেশন,Unions Of Comilla Adarsha Sadar Upazila,
862,Cumilla Medical College Hospital,কুমিল্লা মেডিকেল কলেজ হাসপাতাল,10000867,comch@hospi.dghs.gov.bd,DGHS,5,Medical College Hospital,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,101,Cumilla Sadar,কুমিল্লা সদর,,,,
859,Cumilla General Hospital,"জেনারেল হাসপাতাল, কুমিল্লা।",10000864,comilla@hospi.dghs.gov.bd,DGHS,28,District/General Hospital,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,101,Cumilla Adarsha Sadar,কুমিল্লা আদর্শ সদর,Cumilla City Corporation,কুমিল্লা সিটি করপোরেশন,,
23559,"union health & family welfare centre (UH & FWC),Sadar,Adarsha,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,সদর,আদরশা,কুমিল্লা।",10023971,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,101,Cumilla Adarsha Sadar,কুমিল্লা আদর্শ সদর,Cumilla City Corporation,কুমিল্লা সিটি করপোরেশন,Unions Of Comilla Adarsha Sadar Upazila,Amratali
23567,"union health & family welfare centre (UH & FWC),pouctubi,Sadar,Adarsha,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,পাছথুবীসদর,আদরশা,কুমিল্লা।",10023979,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,101,Cumilla Adarsha Sadar,কুমিল্লা আদর্শ সদর,Cumilla City Corporation,কুমিল্লা সিটি করপোরেশন,Unions Of Comilla Adarsha Sadar Upazila,Panchthubi
21911,"Daulatpur Union Health Sub Center , Comilla Adarsa Sadar","দৌলতপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র, কুমিল্লা আদর্শ সদর",10022323,daulatpur_adarsasadar@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,101,Cumilla Adarsha Sadar,কুমিল্লা আদর্শ সদর,Cumilla City Corporation,কুমিল্লা সিটি করপোরেশন,Unions Of Comilla Adarsha Sadar Upazila,Jagannathpur
864,Cumilla Chest Disease Clinic,কুমিল্লা বক্ষব্যাধি ক্লিনিক,10000869,comilla@tc.dghs.gov.bd,DGHS,56,Chest Disease Clinic,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,101,Cumilla Adarsha Sadar,কুমিল্লা আদর্শ সদর,Cumilla City Corporation,কুমিল্লা সিটি করপোরেশন,,
887,Laksham Upazila Health Complex,লাকসাম উপজেলা স্বাস্থ্য কমপ্লেক্সে,10000892,laksam@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,102,Laksam,লাকসাম,Cumilla N/A,কুমিল্লা এন/এ,Laksam Paurasava,Urban Ward No-06
884,Mudafarganj Uh&fwc,মুদাফরগঞ্জ ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10000889,mudafarganj@uhfwc.dghs.gov.bd,DGHS,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,102,Laksam,লাকসাম,Cumilla N/A,কুমিল্লা এন/এ,,
885,Narapati Uh&fwc,নরপাটি ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10000890,narapati@uhfwc.dghs.gov.bd,DGHS,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,102,Laksam,লাকসাম,Cumilla N/A,কুমিল্লা এন/এ,,
23698,"union health & family welfare centre (UH & FWC),Ajgora,Laksam,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্েআজগরা,লাকসাম,কুমিল্লা।",10024110,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,102,Laksam,লাকসাম,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Laksam Upazila,Ajgara
883,Laksam Union Health Sub Center,লাকসাম ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000888,laksam@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,102,Laksam,লাকসাম,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Laksam Upazila,Laksam
892,Monoharganj Upazila Health Complex,"মনোহরগঞ্জ, উপজেলা স্বাস্থ্য কমপ্লেক্স",10000897,monoharganj@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,103,Monoharganj,মনোহরগঞ্জ,Cumilla N/A,কুমিল্লা এন/এ,,
23814,"union health & family welfare centre (UH & FWC),Hasnabad,Monohargong,commila","ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,হাসানবাদ,মোনহরগঞ্জ,কুমিল্লা।",10024226,,DGFP,37,Union Health & Family Welfare Center (UH&FWC),2,Chattogram,চট্টগ্রাম,22,Cumilla,কুমিল্লা,103,Monoharganj,মনোহরগঞ্জ,Cumilla N/A,কুমিল্লা এন/এ,Unions Of Manoharganj Upazila,Hasnabad
