Id,Division Bn,District Bn,Upazila Bn,Name (Bangla)
23828,চট্টগ্রাম,কুমিল্লা,তিতাস,"ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,ভিটিকান্দি,তিতাস,কুমিল্লা।"
23829,চট্টগ্রাম,কুমিল্লা,তিতাস,"ইউনিয় স্বাস্থ্য ও পরিবার কল্যাণ  কেন্দ্র্,নারান্দিয়া(আরডি),তিতাস,কুমিল্লা।"
905,চট্টগ্রাম,কুমিল্লা,তিতাস,আসমানিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
906,চট্টগ্রাম,কুমিল্লা,তিতাস,বাতাকান্দি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
907,চট্টগ্রাম,কুমিল্লা,তিতাস,মজিদপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
862,চট্টগ্রাম,কুমিল্লা,কুমিল্লা সদর,কুমিল্লা মেডিকেল কলেজ হাসপাতাল
936,চট্টগ্রাম,ফেনী,ছাগলনাইয়া,ছাগলনাইয়া উপজেলা স্বাস্থ্য কমপ্লেক্স
24028,চট্টগ্রাম,ফেনী,ছাগলনাইয়া,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান কেন্দ্র,মহামায়া, ছাগলনাইয়া , ফেনী"
24029,চট্টগ্রাম,ফেনী,ছাগলনাইয়া,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান কেন্দ্র, রাধানগর , ছাগলনাইয়া , ফেনী"
24030,চট্টগ্রাম,ফেনী,ছাগলনাইয়া,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান কেন্দ্র, শুভপুর , ফেনী"
935,চট্টগ্রাম,ফেনী,ছাগলনাইয়া,গোপাল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
937,চট্টগ্রাম,ফেনী,ছাগলনাইয়া,পাঠান নগর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
938,চট্টগ্রাম,ফেনী,ছাগলনাইয়া,শুভপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
940,চট্টগ্রাম,ফেনী,দাগনভূইয়া,দাগনভূঞা উপজেলা স্বাস্থ্য কমপ্লেক্স
23924,চট্টগ্রাম,ফেনী,দাগনভূইয়া,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান কেন্দ্র, জৈলাসকার, দাগনভূঞা , ফেনী"
939,চট্টগ্রাম,ফেনী,দাগনভূইয়া,দাগনভূঞা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
941,চট্টগ্রাম,ফেনী,দাগনভূইয়া,সুজাতপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
948,চট্টগ্রাম,ফেনী,ফেনী সদর,"২৫০ শয্যা জেলা সদর হাসপাতাল, ফেনী"
950,চট্টগ্রাম,ফেনী,ফেনী সদর,ফেনী বক্ষব্যাধি হাসপাতাল
942,চট্টগ্রাম,ফেনী,ফেনী সদর,ফাজিলপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
943,চট্টগ্রাম,ফেনী,ফেনী সদর,কালিদাহ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
944,চট্টগ্রাম,ফেনী,ফেনী সদর,খাইয়ারা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
946,চট্টগ্রাম,ফেনী,ফেনী সদর,শারশাদি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
949,চট্টগ্রাম,ফেনী,ফেনী সদর,ফেনী বক্ষব্যাধি ক্লিনিক
954,চট্টগ্রাম,ফেনী,ফুলগাজি,ফুলগাজী উপজেলা স্বাস্থ্য কমপ্লেক্স
952,চট্টগ্রাম,ফেনী,ফুলগাজি,আমজাদহাট ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
953,চট্টগ্রাম,ফেনী,ফুলগাজি,ফুলগাজি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
13038,চট্টগ্রাম,ফেনী,ফুলগাজি,মুন্সিরহাট ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
955,চট্টগ্রাম,ফেনী,পরশুরাম,পরশুরাম উপজেলা স্বাস্থ্য কমপ্লেক্স
956,চট্টগ্রাম,ফেনী,পরশুরাম,নোয়াবাজার ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
957,চট্টগ্রাম,ফেনী,পরশুরাম,সুবরবাজার ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
963,চট্টগ্রাম,ফেনী,সোনাগাজি,সোনাগাজী উপজেলা স্বাস্থ্য কমপ্লেক্স
958,চট্টগ্রাম,ফেনী,সোনাগাজি,আমিরাবাদ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
959,চট্টগ্রাম,ফেনী,সোনাগাজি,চর চান্দিনা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
960,চট্টগ্রাম,ফেনী,সোনাগাজি,কুটিরহাট ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
961,চট্টগ্রাম,ফেনী,সোনাগাজি,মঙ্গলকান্দি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
962,চট্টগ্রাম,ফেনী,সোনাগাজি,মটিগঞ্জ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
967,চট্টগ্রাম,খাগড়াছড়ি,দীঘিনালা,দীঘিনালা উপজেলা স্বাস্থ্য কমপ্লেক্স
23403,চট্টগ্রাম,খাগড়াছড়ি,দীঘিনালা,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, বাবুছড়া, দিঘীনালা, খাগড়াছড়ি"
23404,চট্টগ্রাম,খাগড়াছড়ি,দীঘিনালা,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, কবাখালী , দিঘীনালা, খাগড়াছড়ি"
23542,চট্টগ্রাম,খাগড়াছড়ি,দীঘিনালা,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, রশিকনগর, দিঘীনালা, খাগড়াছড়ি"
964,চট্টগ্রাম,খাগড়াছড়ি,দীঘিনালা,বাবুছড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
965,চট্টগ্রাম,খাগড়াছড়ি,দীঘিনালা,ছোট্ট মেরুং ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
966,চট্টগ্রাম,খাগড়াছড়ি,দীঘিনালা,জারুল ছড়ি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
37776,চট্টগ্রাম,খাগড়াছড়ি,গুইমারা,"গুইমারা উপজেলা স্বাস্থ্য কমপ্নেক্স, খাগড়াছড়ি।"
970,চট্টগ্রাম,খাগড়াছড়ি,খাগড়াছড়ি সদর,খাগড়াছড়ি জেলা হাসপাতাল
22883,চট্টগ্রাম,খাগড়াছড়ি,খাগড়াছড়ি সদর,"মা ও শিশু কল্যাণ কেন্দ্র (এমসিডব্লিউসি), খাগড়াছড়ি সদর"
23551,চট্টগ্রাম,খাগড়াছড়ি,খাগড়াছড়ি সদর,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, কমলছাড়, সদর , খাগড়াছড়ি"
23553,চট্টগ্রাম,খাগড়াছড়ি,খাগড়াছড়ি সদর,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, পেরাছড়া, সদর, খাগড়াছড়ি"
23554,চট্টগ্রাম,খাগড়াছড়ি,খাগড়াছড়ি সদর,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, গোলাবাড়ী, সদর, খাগড়াছড়ি"
23585,চট্টগ্রাম,খাগড়াছড়ি,খাগড়াছড়ি সদর,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, ভাইবোনছড়া, সদর, খাগড়াছড়ি"
972,চট্টগ্রাম,খাগড়াছড়ি,লক্ষ্মীচারী,লক্ষীছড়ি  উপজেলা স্বাস্থ্য কমপ্লেক্স
23350,চট্টগ্রাম,খাগড়াছড়ি,লক্ষ্মীচারী,"ইউনিয়ন স্বাস্ত্য ও পরিবার কল্যাণ কেন্দ্র, লক্ষীছড়ি, খাগড়াছড়ি"
23362,চট্টগ্রাম,খাগড়াছড়ি,লক্ষ্মীচারী,"সদর ক্লিনিক, লক্ষীছড়ি, খাগড়াছড়ি"
971,চট্টগ্রাম,খাগড়াছড়ি,লক্ষ্মীচারী,ময়ুরখীল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
980,চট্টগ্রাম,খাগড়াছড়ি,মহালচারী,মহালছড়ি  উপজেলা স্বাস্থ্য কমপ্লেক্স
23414,চট্টগ্রাম,খাগড়াছড়ি,মহালচারী,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, সিন্দুকছড়ি, মহলছড়ি, খাগড়াছড়ি"
23416,চট্টগ্রাম,খাগড়াছড়ি,মহালচারী,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, মাইচছড়ি, মহলছড়ি, খাগড়াছড়ি"
23545,চট্টগ্রাম,খাগড়াছড়ি,মহালচারী,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, কেয়াংঘাট, মহলছড়ি, খাগড়াছড়ি"
979,চট্টগ্রাম,খাগড়াছড়ি,মহালচারী,মাইসছড়ি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
981,চট্টগ্রাম,খাগড়াছড়ি,মহালচারী,সিন্দুকছড়ি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
973,চট্টগ্রাম,খাগড়াছড়ি,মানিকছড়ি,মানিকছড়ি উপজেলা স্বাস্থ্য কমপ্লেক্স
978,চট্টগ্রাম,খাগড়াছড়ি,মাতিরাঙ্গা,তবলছড়ি ১০ শয্যা বিশিষ্ট হাসপাতাল (পল্লী স্বাস্থ্য কেন্দ্র)
977,চট্টগ্রাম,খাগড়াছড়ি,মাতিরাঙ্গা,মাটিরাঙ্গা উপজিলা স্বাস্থ্য কমপ্লেক্স
23586,চট্টগ্রাম,খাগড়াছড়ি,মাতিরাঙ্গা,"ইউনিয়স স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, গুইমারা, মাটিরাঙ্গা, খাগড়াছড়ি"
23587,চট্টগ্রাম,খাগড়াছড়ি,মাতিরাঙ্গা,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, বর্ণাল, মাটিরাঙ্গা, খাগড়াছড়ি"
23588,চট্টগ্রাম,খাগড়াছড়ি,মাতিরাঙ্গা,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, আলুচিলা, মাটিরাঙ্গা, খাগড়াছড়ি"
23590,চট্টগ্রাম,খাগড়াছড়ি,মাতিরাঙ্গা,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, গোমতি, মাটিরাঙ্গা, খাগড়াছড়ি"
974,চট্টগ্রাম,খাগড়াছড়ি,মাতিরাঙ্গা,আলুটিলা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
975,চট্টগ্রাম,খাগড়াছড়ি,মাতিরাঙ্গা,গৌরাঙ্গপাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
976,চট্টগ্রাম,খাগড়াছড়ি,মাতিরাঙ্গা,গুইমারা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
982,চট্টগ্রাম,খাগড়াছড়ি,পাঞ্চচারী,পানছড়ি উপজেলা স্বাস্থ্য কমপ্লেক্স
23547,চট্টগ্রাম,খাগড়াছড়ি,পাঞ্চচারী,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,, চেংগী, পানছড়ি, খাগড়াছড়ি"
23548,চট্টগ্রাম,খাগড়াছড়ি,পাঞ্চচারী,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, লতিবান, পানছড়ি, খাগড়াছড়ি"
983,চট্টগ্রাম,খাগড়াছড়ি,পাঞ্চচারী,উল্টাছড়ি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
985,চট্টগ্রাম,খাগড়াছড়ি,রামগড়,রামগড় উপজেলা স্বাস্থ্য কমপ্লেক্স
23399,চট্টগ্রাম,খাগড়াছড়ি,রামগড়,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, পাতাছড়া, রামগড়, খাগড়াছড়ি"
23401,চট্টগ্রাম,খাগড়াছড়ি,রামগড়,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, হাফছড়ি, রামগড়, খাগড়াছড়ি"
23540,চট্টগ্রাম,খাগড়াছড়ি,রামগড়,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, লামকুপাড়া, রামগড়, খাগড়াছড়ি"
984,চট্টগ্রাম,খাগড়াছড়ি,রামগড়,নাকাপা (গুইমারা) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
986,চট্টগ্রাম,লক্ষ্মীপুর,কমলনগর,"উপজেলা স্বাস্থ্য কমপ্লেক্স, কমলনগর"
1009,চট্টগ্রাম,লক্ষ্মীপুর,কমলনগর,চর কালকিনি ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
1011,চট্টগ্রাম,লক্ষ্মীপুর,কমলনগর,হাজীরহাট ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
17392,চট্টগ্রাম,লক্ষ্মীপুর,কমলনগর,চর ফ্যালকন ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
995,চট্টগ্রাম,লক্ষ্মীপুর,লক্ষ্মীপুর সদর,লক্ষ্মীপুর জেলা হাসপাতাল
987,চট্টগ্রাম,লক্ষ্মীপুর,লক্ষ্মীপুর সদর,"আমানি লক্ষিপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,"
988,চট্টগ্রাম,লক্ষ্মীপুর,লক্ষ্মীপুর সদর,ভবানিগঞ্জ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
989,চট্টগ্রাম,লক্ষ্মীপুর,লক্ষ্মীপুর সদর,বিজয়নগর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
990,চট্টগ্রাম,লক্ষ্মীপুর,লক্ষ্মীপুর সদর,হাজিরপাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
992,চট্টগ্রাম,লক্ষ্মীপুর,লক্ষ্মীপুর সদর,রসুলগঞ্জ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
993,চট্টগ্রাম,লক্ষ্মীপুর,লক্ষ্মীপুর সদর,রুপা চরা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
2217,চট্টগ্রাম,লক্ষ্মীপুর,লক্ষ্মীপুর সদর,দত্তপাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
997,চট্টগ্রাম,লক্ষ্মীপুর,রায়পুর,রায়পুর উপজেলা স্বাস্থ্য কমপ্লেক্স
996,চট্টগ্রাম,লক্ষ্মীপুর,রায়পুর,হায়দারগঞ্জ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
998,চট্টগ্রাম,লক্ষ্মীপুর,রায়পুর,সাইচা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1005,চট্টগ্রাম,লক্ষ্মীপুর,রামগঞ্জ,রামগঞ্জ উপজেলা স্বাস্থ্য কমপ্লেক্স
1000,চট্টগ্রাম,লক্ষ্মীপুর,রামগঞ্জ,বোলাকত ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
1001,চট্টগ্রাম,লক্ষ্মীপুর,রামগঞ্জ,চাঙ্গীরগাঁও ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
1003,চট্টগ্রাম,লক্ষ্মীপুর,রামগঞ্জ,ঈসাপুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
1007,চট্টগ্রাম,লক্ষ্মীপুর,রামগঞ্জ,শরসাই ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
999,চট্টগ্রাম,লক্ষ্মীপুর,রামগঞ্জ,বিঘা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1002,চট্টগ্রাম,লক্ষ্মীপুর,রামগঞ্জ,দলতা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1004,চট্টগ্রাম,লক্ষ্মীপুর,রামগঞ্জ,লামচর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1006,চট্টগ্রাম,লক্ষ্মীপুর,রামগঞ্জ,শাহ শাহেব ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1013,চট্টগ্রাম,লক্ষ্মীপুর,রামগতি,রামগতি উপজেলা স্বাস্থ্য কমপ্লেক্স
1010,চট্টগ্রাম,লক্ষ্মীপুর,রামগতি,চর রমিজ ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
1008,চট্টগ্রাম,লক্ষ্মীপুর,রামগতি,চর আলেক্সজান্ডার ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1014,চট্টগ্রাম,লক্ষ্মীপুর,রামগতি,রামগতি বাজার ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
2239,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,নোয়াখালী মেডিকেল কলেজ
1022,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,বেগমগঞ্জ উপজেলা স্বাস্থ্য কমপ্লেক্স
1017,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,চন্দ্রগঞ্জ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1019,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,জমিদারহাট ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1023,চট্টগ্রাম,নোয়াখালী,বেগমগঞ্জ,সিদ্দিকনগর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1025,চট্টগ্রাম,নোয়াখালী,চাটখিল,"উপজেলা স্বাস্থ্য কমপ্লেক্স, চাটখিল"
1024,চট্টগ্রাম,নোয়াখালী,চাটখিল,নজিবুন্নেছা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1027,চট্টগ্রাম,নোয়াখালী,কোম্পানীগঞ্জ,কোম্পানীগঞ্জ উপজেলা স্বাস্থ্য কমপ্লেক্স
1026,চট্টগ্রাম,নোয়াখালী,কোম্পানীগঞ্জ,বামনী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
33727,চট্টগ্রাম,নোয়াখালী,হাতিয়া,"ভাসানচর ২০ বিশিষ্ট হাসপাতাল, হাতিয়া"
1031,চট্টগ্রাম,নোয়াখালী,হাতিয়া,হাতিয়া উপজেলা স্বাস্থ্য কমপ্লেক্স
1028,চট্টগ্রাম,নোয়াখালী,হাতিয়া,আফিজিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1030,চট্টগ্রাম,নোয়াখালী,হাতিয়া,মফিজিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1032,চট্টগ্রাম,নোয়াখালী,হাতিয়া,ওছখালী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1033,চট্টগ্রাম,নোয়াখালী,হাতিয়া,সোনাদিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1034,চট্টগ্রাম,নোয়াখালী,হাতিয়া,মীর মোহাম্মদ আলী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
33741,চট্টগ্রাম,নোয়াখালী,কবিরহাট,"কবিরহাট  ইনস্টিটিউট অফ হেলথ টেকনোলজি, নোয়াখালী।"
1039,চট্টগ্রাম,নোয়াখালী,কবিরহাট,"চর আলগী ২০ শয্যা বিশিষ্ট হাসপাতাল, কবিরহাট, নোয়াখালী"
1035,চট্টগ্রাম,নোয়াখালী,কবিরহাট,"কবিরহাট উপজেলা স্বাস্থ্য কমপ্লেক্স, কবিরহাট"
1037,চট্টগ্রাম,নোয়াখালী,কবিরহাট,"কবিরহাট ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র, কবিরহাট"
35007,চট্টগ্রাম,নোয়াখালী,নোয়াখালী সদর,নোয়াখালী মেডিকেল কলেজ হাসপাতাল।
1043,চট্টগ্রাম,নোয়াখালী,নোয়াখালী সদর,"২৫০ শয্যা বিশিষ্ট জেনারেল হাসপাতাল,নোয়াখালী"
1042,চট্টগ্রাম,নোয়াখালী,নোয়াখালী সদর,দক্ষিণ শরিফপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1047,চট্টগ্রাম,নোয়াখালী,নোয়াখালী সদর,নোয়াখালী বক্ষব্যাধি ক্লিনিক
1050,চট্টগ্রাম,নোয়াখালী,সেনবাগ,সেনবাগ উপজেলা স্বাস্থ্য কমপ্লেক্স
1048,চট্টগ্রাম,নোয়াখালী,সেনবাগ,হরিহার ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1049,চট্টগ্রাম,নোয়াখালী,সেনবাগ,কনকিরহাট ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1055,চট্টগ্রাম,নোয়াখালী,সোনাইমুরি,সোনাইমুড়ি উপজেলা স্বাস্থ্য কমপ্লেক্স
1054,চট্টগ্রাম,নোয়াখালী,সোনাইমুরি,"নদনা ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,সোনাইমুড়ি"
1057,চট্টগ্রাম,নোয়াখালী,সোনাইমুরি,"ওয়াসেকপুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,সোনাইমুড়ি"
1051,চট্টগ্রাম,নোয়াখালী,সোনাইমুরি,"অমিশাপাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,সোনাইমুড়ি"
1052,চট্টগ্রাম,নোয়াখালী,সোনাইমুরি,"জয়াগ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,সোনাইমুড়ি"
1053,চট্টগ্রাম,নোয়াখালী,সোনাইমুরি,"কাশিপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,সোনাইমুড়ি"
1056,চট্টগ্রাম,নোয়াখালী,সোনাইমুরি,"সোনাইমুড়ি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,সোনাইমুড়ি"
1058,চট্টগ্রাম,নোয়াখালী,সুবর্ণাচর,সুবর্ণচর উপজেলা স্বাস্থ্য কমপ্লেক্স
1036,চট্টগ্রাম,নোয়াখালী,সুবর্ণাচর,"চরভাটা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র, সুবর্ণচর, নোয়াখালী।"
1061,চট্টগ্রাম,রাঙামাটি,বাঘাইছড়ি,বাঘাইছড়ি উপজেলা স্বাস্থ্য কমপ্লেক্স
1059,চট্টগ্রাম,রাঙামাটি,বাঘাইছড়ি,কাঁচালং ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1060,চট্টগ্রাম,রাঙামাটি,বাঘাইছড়ি,মাচালং ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1064,চট্টগ্রাম,রাঙামাটি,বরকল,বরকল উপজেলা স্বাস্থ্য কমপ্লেক্স
1062,চট্টগ্রাম,রাঙামাটি,বরকল,বরুনাছড়ি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1063,চট্টগ্রাম,রাঙামাটি,বরকল,কালাবুনিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1066,চট্টগ্রাম,রাঙামাটি,বেলাইছড়ি,বিলাইছড়ি উপজেলা স্বাস্থ্য কমপ্লেক্স
23321,চট্টগ্রাম,রাঙামাটি,বেলাইছড়ি,"সদর ক্লিনিক, বিলাইছড়ি, রাঙ্গামাটি"
23319,চট্টগ্রাম,রাঙামাটি,বেলাইছড়ি,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, ফারুয়া, বিলাইছড়ি, রাঙ্গামাটি"
1065,চট্টগ্রাম,রাঙামাটি,বেলাইছড়ি,কেংড়াছড়ি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1068,চট্টগ্রাম,রাঙামাটি,জুরাইছড়ি,জুরাছড়ি উপজেলা স্বাস্থ্য কমপ্লেক্স
1067,চট্টগ্রাম,রাঙামাটি,জুরাইছড়ি,সুবালাং খাগড়াছড়ি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1069,চট্টগ্রাম,রাঙামাটি,কাপ্তাই,কাপ্তাই ১০ শয্যা হাসপাতাল
1070,চট্টগ্রাম,রাঙামাটি,কাপ্তাই,কাপ্তাই উপজেলা স্বাস্থ্য কমপ্লেক্স।
1071,চট্টগ্রাম,রাঙামাটি,কৌখালি,কাউখালী উপজেলা স্বাস্থ্য কমপ্লেক্স
1072,চট্টগ্রাম,রাঙামাটি,কৌখালি,শিয়াল বুক্কাহ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1074,চট্টগ্রাম,রাঙামাটি,লাঙ্গাডু,লংগদু উপজেলা স্বাস্থ্য কমপ্লেক্স
23306,চট্টগ্রাম,রাঙামাটি,লাঙ্গাডু,"সদর ক্লিনিক, লংগদু, রাঙ্গামাটি"
23280,চট্টগ্রাম,রাঙামাটি,লাঙ্গাডু,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র , ভাসন্যআদাম,লংগদু, রাঙ্গামাটি।"
23284,চট্টগ্রাম,রাঙামাটি,লাঙ্গাডু,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্ত্র, আটারক ছড়া, লংগদু , রাঙ্গামটি"
23300,চট্টগ্রাম,রাঙামাটি,লাঙ্গাডু,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, গুলশাখালী, লংগদু, রাঙ্গামাটি"
23303,চট্টগ্রাম,রাঙামাটি,লাঙ্গাডু,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, কালাপাকজ্যা, লংগদু, রাঙ্গামাটি"
1073,চট্টগ্রাম,রাঙামাটি,লাঙ্গাডু,ভাইবোন ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1075,চট্টগ্রাম,রাঙামাটি,লাঙ্গাডু,ইয়ারিংছড়ি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1077,চট্টগ্রাম,রাঙামাটি,নানিয়ারচার,নানিয়ারচর উপজেলা স্বাস্থ্য কমপ্লেক্স
1076,চট্টগ্রাম,রাঙামাটি,নানিয়ারচার,বগাছড়ি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
1079,চট্টগ্রাম,রাঙামাটি,রাজস্থলী,রাজস্থলী উপজেলা স্বাস্থ্য কমপ্লেক্স
23344,চট্টগ্রাম,রাঙামাটি,রাজস্থলী,"সদর ক্লিনিক, রাজস্থলী, রাঙ্গামাটি"
23341,চট্টগ্রাম,রাঙামাটি,রাজস্থলী,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, বাঙ্গালহালিয়া, রাজস্থলী, রাঙ্গামাটি"
23343,চট্টগ্রাম,রাঙামাটি,রাজস্থলী,"ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্ত্র, ঘিলাছড়ি, রাজস্থলী, রাঙ্গামাটি"
